FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Longitude,Latitude,AddressLine1
125761,54310/1121/0/000,Alan Beveridge,Retailers - other,4613,1121 Pollokshaws Road,Glasgow,G41 3YH,Pass,fhis_pass_en-GB,2014-01-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.280585,55.830435,
892040,15/00207/COM,Alan Brown - Street Trader,Mobile caterer,7846,41 Southbrae Gardens,Glasgow,G13 1UB,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-05-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3395791053772,55.8836936950684,
892041,15/00208/COM,Alan Brown - Street Traders,Mobile caterer,7846,41 Southbrae Gardens,Glasgow,G13 1UB,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-05-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3395791053772,55.8836936950684,
406799,12/00515/COM,Alan's Chinese Takeaway,Takeaway/sandwich shop,7844,66 Linkwood Drive,Glasgow,G15 7DA,Pass,fhis_pass_en-GB,2018-11-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.371656,55.911741,Unit C
841374,15/00793/COM,Alba Lodge And Hampton Court And Guest Houses,Hotel/bed & breakfast/guest house,7842,230 Renfrew Street,Glasgow,G3 6TX,Pass,fhis_pass_en-GB,2015-12-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.266089,55.866716,
19526,06/00568/COM,Albacore (Scottish Qualifications Authority),Restaurant/Cafe/Canteen,1,58 Robertson Street,Glasgow,G2 8DU,Pass,fhis_pass_en-GB,2019-06-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.260464,55.857095,
19148,06/00368/COM,Albert's Store,Retailers - other,4613,413 Hawthorn Street,Glasgow,G22 6EN,Improvement Required,fhis_improvement_required_en-GB,2010-05-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.243484,55.887127,
123783,52190/0405/0/000,Albion Hotel,Hotel/bed & breakfast/guest house,7842,405 North Woodside Road,Glasgow,G20 6NN,Pass,fhis_pass_en-GB,2015-11-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.277844,55.874749,
360864,36500/0320/A/000,Albion Sports And Social Club,Restaurant/Cafe/Canteen,1,320 Halley Street,Glasgow,G13 4DJ,Pass,fhis_pass_en-GB,2018-11-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.378986,55.891898,
931260,16/00803/COM,Alchemilla,Restaurant/Cafe/Canteen,1,1126 Argyle Street,Glasgow,G3 8TD,Improvement Required,fhis_improvement_required_en-GB,2019-05-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284857,55.865138,
134675,68174/0380/0/000,ALDI,Retailers - supermarkets/hypermarkets,7840,380 Hillhead Road,Glasgow,G21 3PE,Pass,fhis_pass_en-GB,2007-09-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.198994,55.897834,
1085562,18/00722/COM,Aldi,Retailers - supermarkets/hypermarkets,7840,1305 Shettleston Road,Glasgow,G32 9AD,Pass,fhis_pass_en-GB,2019-03-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
30924,09/00325/COM,Aldi,Retailers - supermarkets/hypermarkets,7840,4 Knightscliffe Avenue,Glasgow,G13 2TG,Pass,fhis_pass_en-GB,2010-08-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.334663,55.89423,
22736,07/00289/COM,Aldi,Retailers - supermarkets/hypermarkets,7840,132 High Street,Glasgow,G1 1PQ,Pass,fhis_pass_en-GB,2013-11-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.240639,55.859129,
951339,17/00169/COM,Aldi,Retailers - supermarkets/hypermarkets,7840,57 Cogan Street,Glasgow,G43 1AP,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-03-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.298379,55.821331,
1180731,19/00606/COM,Aldwych Cafe,Restaurant/Cafe/Canteen,1,2129 Paisley Road West,Glasgow,G52 3JL,Pass,fhis_pass_en-GB,2019-08-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.35459,55.845605,
633194,11/00246/COM,Alea Casino,Restaurant/Cafe/Canteen,1,4 Springfield Quay,Glasgow,G5 8NP,Pass,fhis_pass_en-GB,2019-09-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.274804,55.855303,
53579,12070/0320/0/000,Alexander Thomson Hotel,Hotel/bed & breakfast/guest house,7842,320 Argyle Street,Glasgow,G2 8LY,Pass,fhis_pass_en-GB,2018-08-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.261711,55.859031,
95624,28620/0470/0/000,Alexandra Bar,Pub/bar/nightclub,7843,470 Duke Street,Glasgow,G31 1QN,Pass,fhis_pass_en-GB,2011-04-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.215535,55.85829,
54059,12180/0136/0/000,Alexandra Parade Primary,School/college/university,7845,136 Armadale Street,Glasgow,G31 2TL,Improvement Required,fhis_improvement_required_en-GB,2017-02-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.215819,55.863282,
10185,04/00141/COM,Alfa Wholesale,Distributors/Transporters,7,111 Lancefield Street,Glasgow,G3 8HZ,Improvement Required,fhis_improvement_required_en-GB,2015-02-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.275561,55.858686,
133347,65960/0146/0/000,Alfredo's Bar,Pub/bar/nightclub,7843,146 West Nile Street,Glasgow,G1 2RQ,Improvement Required,fhis_improvement_required_en-GB,2019-03-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.253893,55.863929,
581140,13/00729/COM,Alfy's Paper Shop,Retailers - other,4613,17 Kennedy Path,Glasgow,G4 0PP,Improvement Required,fhis_improvement_required_en-GB,2019-09-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.243187,55.866462,
44060,10710/0252/0/000,Al-Hamra Foodstore,Retailers - other,4613,252 Albert Drive,Glasgow,G41 2NL,Pass,fhis_pass_en-GB,2015-05-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.274435,55.842691,
129064,59460/0129/0/000,Ali Brothers,Retailers - other,4613,129 Sinclair Drive,Glasgow,G42 9SN,Pass,fhis_pass_en-GB,2017-08-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.268821,55.823939,
100225,32100/0199/0/000,Ali Newsagent,Retailers - other,4613,199 Firhill Road,Glasgow,G20 7SD,Pass,fhis_pass_en-GB,2010-06-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.272213,55.883167,
905234,15/00009/COM,Alicia Laurie,Mobile caterer,7846,231 George Street,Glasgow,G1 1RX,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-02-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.245934,55.860893,
125745,54310/0707/0/000,Alim's Newsagents,Retailers - other,4613,707 Pollokshaws Road,Glasgow,G41 2AA,Improvement Required,fhis_improvement_required_en-GB,2018-01-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.270716,55.835902,
36414,10/01076/COM,Ali's,Takeaway/sandwich shop,7844,17 Hyndland Street,Glasgow,G11 5QE,Pass,fhis_pass_en-GB,2018-08-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.30288,55.871255,
785117,15/00472/COM,Ali's Kebab House,Takeaway/sandwich shop,7844,887 Shettleston Road,Glasgow,G32 7NT,Pass,fhis_pass_en-GB,2019-10-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.173899,55.852113,
962153,17/00243/COM,Ali's Lovelycakes,Mobile caterer,7846,43 Waverley Gardens,Glasgow,G41 2DW,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-03-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.280501,55.833645,Flat 2/2
51111,11420/0019/0/000,Ali's Newsagent,Retailers - other,4613,19 Apsley Street,Glasgow,G11 7ST,Pass,fhis_pass_en-GB,2010-12-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.315318,55.87156,
1054154,18/00320/COM,Ali's Original,Takeaway/sandwich shop,7844,815 Shettleston Road,Glasgow,G32 7NR,Pass,fhis_pass_en-GB,2019-05-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.175647,55.852226,
1124885,19/00309/COM,Alishan Halal Butcher,Retailers - other,4613,57 Forth Street,Glasgow,G41 2SP,Improvement Required,fhis_improvement_required_en-GB,2019-03-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.269575,55.843176,
66160,14890/0250/0/000,Alishan Tandoori,Restaurant/Cafe/Canteen,1,250 Battlefield Road,Glasgow,G42 9HU,Pass,fhis_pass_en-GB,2014-01-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.262139,55.824889,
126648,55750/0094/0/000,Alive And Kicking Project,Other catering premises,7841,94 Red Road,Glasgow,,Pass,fhis_pass_en-GB,2019-09-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
89012,23620/0290/0/000,Aliyans Indian Take Away,Takeaway/sandwich shop,7844,290 Corkerhill Road,Glasgow,G52 1TQ,Improvement Required,fhis_improvement_required_en-GB,2018-11-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.335192,55.838613,
129957,60990/0072/3/000,All Bar One,Pub/bar/nightclub,7843,72 St Vincent Street,Glasgow,G2 5TS,Pass,fhis_pass_en-GB,2018-12-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.254376,55.861512,
49065,11/00908/COM,All In One,Takeaway/sandwich shop,7844,12 Marne Street,Glasgow,G31 2TD,Pass,fhis_pass_en-GB,2019-02-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.212686,55.8627,
127979,57670/0299/0/000,All Saints Secondary School,School/college/university,7845,299 Ryehill Road,Glasgow,G21 3EN,Pass,fhis_pass_en-GB,2015-10-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.200987,55.885288,
315941,12/00266/COM,All Things Nice,Manufacturers/packers,7839,42 Brodie Drive,Glasgow,G69 6FB,Pass,fhis_pass_en-GB,2019-08-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.104324,55.858967,
612648,08/00551/COM,All Tots Nursery,Hospitals/Childcare/Caring Premises,5,2064 Great Western Road,Glasgow,G13 2HE,Pass,fhis_pass_en-GB,2018-06-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.344469,55.897953,
946090,17/00057/COM,Alla Italia,Takeaway/sandwich shop,7844,194 Pitt Street,Glasgow,G2 4DY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-01-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26452,55.865289,
1199575,19/00838/COM,Alla Locanta,Restaurant/Cafe/Canteen,1,192 Pitt Street,Glasgow,G2 4DY,Pass,fhis_pass_en-GB,2019-10-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26452,55.865289,
979042,17/00367/COM,Allan Evans,Mobile caterer,7846,203 Bogmoor Road,Glasgow,G51 4SJ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-06-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.35230779647827,55.860710144043,
979043,17/00369/COM,Allan Evans - Street Trader N272 PN5,Mobile caterer,7846,203 Bogmoor Road,Glasgow,G51 4SJ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-06-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.35230779647827,55.860710144043,
116807,46010/1780/0/000,Allied Distillers Canteen,Restaurant/Cafe/Canteen,1,1780 London Road,Glasgow,G32 8XA,Pass,fhis_pass_en-GB,2005-10-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.192206,55.838729,
125748,54310/0722/0/000,Allison Arms,Pub/bar/nightclub,7843,722 Pollokshaws Road,Glasgow,G41 2AD,Pass,fhis_pass_en-GB,2005-02-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26991,55.83687,
31217,09/00648/COM,Ally's Store,Retailers - other,4613,147 Crossloan Road,Glasgow,G51 3NR,Pass,fhis_pass_en-GB,2011-03-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.321496,55.859365,
19291,06/00432/COM,Almond Court Care Home,Hospitals/Childcare/Caring Premises,5,15 Drumchapel Place,Glasgow,G15 6BN,Pass and Eat Safe,fhis_pass_and_eat_safe_en-GB,2019-10-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.356885,55.905661,
94809,27970/0005/0/000,Almond View Nursing Home,Hospitals/Childcare/Caring Premises,5,5 Drumchapel Place,Glasgow,G15 6BN,Pass,fhis_pass_en-GB,2019-08-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.356885,55.905661,
28971,09/00042/COM,Alpen Lodge,Pub/bar/nightclub,7843,25 Hope Street,Glasgow,G2 6AB,Pass,fhis_pass_en-GB,2009-01-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.259765,55.859094,
663868,14/00323/COM,Alston Bar And Beef (Basement),Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,Improvement Required,fhis_improvement_required_en-GB,2019-04-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.258211,55.859302,Unit 19
948450,17/00140/COM,Alyssa's Cafe,Restaurant/Cafe/Canteen,1,1107 Cathcart Road,Glasgow,G42 9XP,Pass,fhis_pass_en-GB,2019-02-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.257396,55.826261,
946123,17/00115/COM,Alzheimer Scotland,Restaurant/Cafe/Canteen,1,9 Bridgeton Cross,Glasgow,G40 1BN,Pass,fhis_pass_en-GB,2019-04-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.226162,55.848814,
124614,53120/0081/0/000,Alzheimer Scotland Gorbals Project,Other catering premises,7841,81 Oxford Street,Glasgow,G5 9EP,Pass,fhis_pass_en-GB,2009-06-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256128,55.853139,
29801,09/00113/COM,Amadeus Guest House,Hotel/bed & breakfast/guest house,7842,411 North Woodside Road,Glasgow,G20 6NN,Pass,fhis_pass_en-GB,2014-11-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.277844,55.874749,
877020,16/00371/COM,Amalfi,Restaurant/Cafe/Canteen,1,148 West Nile Street,Glasgow,G1 2RQ,Pass,fhis_pass_en-GB,2018-11-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.253893,55.863929,
19637,06/00628/COM,Amarone,Restaurant/Cafe/Canteen,1,4 Nelson Mandela Place,Glasgow,G2 1BT,Pass,fhis_pass_en-GB,2019-04-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.254092,55.862407,Storey Ground
568571,13/00558/COM,Amateur Football Association,Restaurant/Cafe/Canteen,1,34 Bridge Street,Glasgow,G5 9HU,Improvement Required,fhis_improvement_required_en-GB,2015-08-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.259031,55.853338,
811930,15/00692/COM,Amazon Prime Now,Importers/Exporters,14,77 Durham Street,Glasgow,G41 1BS,Pass,fhis_pass_en-GB,2017-07-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.286862,55.84841,
1150256,19/00418/COM,Ambala,Takeaway/sandwich shop,7844,11 Forth Street,Glasgow,G41 2SP,Improvement Required,fhis_improvement_required_en-GB,2019-08-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.269575,55.843176,
111298,40770/0007/0/000,Ambassador Hotel,Hotel/bed & breakfast/guest house,7842,7 Kelvin Drive,Glasgow,G20 8QG,Pass,fhis_pass_en-GB,2010-06-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.286422,55.880342,
94819,27980/0016/0/000,Amber Chinese Take-Away,Takeaway/sandwich shop,7844,16 Drumchapel Road,Glasgow,G15 6QE,Pass,fhis_pass_en-GB,2019-07-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.36287,55.905933,
133364,65990/0050/0/000,Amber Regent,Restaurant/Cafe/Canteen,1,50 West Regent Street,Glasgow,G2 2RA,Pass,fhis_pass_en-GB,2019-08-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256413,55.86329,
1159050,19/00535/COM,Ambrosia,Takeaway/sandwich shop,7844,212 Kilmarnock Road,Glasgow,G43 1TY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.286112,55.826117,
1176331,19/00731/COM,American Candy World,Retailers - other,4613,9 Sauchiehall Street,Glasgow,G2 3AT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-08-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2535999,55.8641285,
1044680,18/00154/COM,American Donuts,Mobile caterer,7846,24 Back Causeway,Glasgow,G31 5HE,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-04-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.1919196,55.8526611,Site 1
663857,14/00254/COM,American NY Grill,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,Pass,fhis_pass_en-GB,2016-12-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.254367,55.859157,Unit 50 Level 2
1088749,18/00805/COM,Amore D'Italia,Restaurant/Cafe/Canteen,1,506 Alexandra Parade,Glasgow,G31 3BQ,Pass,fhis_pass_en-GB,2018-11-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.218008,55.863548,
31320,09/00789/COM,Amore Ristorante,Restaurant/Cafe/Canteen,1,30 Ingram Street,Glasgow,G1 1EZ,Pass,fhis_pass_en-GB,2018-09-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.242543,55.859445,
45671,11/00020/COM,Amros Tandoori,Takeaway/sandwich shop,7844,1228 Royston Road,Glasgow,G33 1EX,Improvement Required,fhis_improvement_required_en-GB,2019-07-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.193152,55.878212,
938282,16/00904/COM,AMT Coffee,Restaurant/Cafe/Canteen,1,38 George Square,Glasgow,,Pass,fhis_pass_en-GB,2017-09-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,A M T Espresso Kiosk
31211,09/00630/COM,AMT Coffee,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,Pass,fhis_pass_en-GB,2009-09-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.258211,55.859302,Unit 27
1015598,17/00748/COM,Amy's Creative Cupcakes,Retailers - other,4613,59 James Street,Glasgow,G40 1BZ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-11-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.228701,55.848246,
847664,16/00065/COM,Amy's Mobile Kitchen,Mobile caterer,7846,220 High Street,Glasgow,G4 0QW,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-02-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.239688,55.860657,
30935,09/00329/COM,An Clachan Cafe Ltd,Restaurant/Cafe/Canteen,1,5 La Belle Place,Glasgow,G3 7LH,Pass,fhis_pass_en-GB,2019-05-14,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.27954,55.866593,
132673,64780/0531/0/000,Anarkali Restaurant,Restaurant/Cafe/Canteen,1,531 Victoria Road,Glasgow,G42 8BH,Pass,fhis_pass_en-GB,2019-05-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.265291,55.83407,
101493,33200/1401/0/000,Anchor Bar,Pub/bar/nightclub,7843,1401 Gallowgate,Glasgow,G31 4EX,Pass,fhis_pass_en-GB,2014-07-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.198747,55.851896,
507922,13/00118/COM,Andell's Restaurant And Tearoom,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,Pass,fhis_pass_en-GB,2018-08-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.258023,55.865157,Restaurant Units 6 7/23
30846,09/00293/COM,Anderson,Retailers - other,4613,92 Queen Margaret Drive,Glasgow,G20 8NZ,Pass,fhis_pass_en-GB,2011-06-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284179,55.880546,
29598,09/00094/COM,Andersons,Takeaway/sandwich shop,7844,37 Laverockhall Street,Glasgow,G21 4AE,Pass,fhis_pass_en-GB,2018-10-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.229012,55.877091,
79745,19220/0190/0/000,Anderson's,Retailers - other,4613,190 Byres Road,Glasgow,G12 8SN,Pass,fhis_pass_en-GB,2010-06-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.293818,55.874803,
594150,13/00850/COM,Anderson's Fresh Fish,Takeaway/sandwich shop,7844,1201 Duke Street,Glasgow,G31 5NZ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2013-10-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.195682,55.853937,
53583,12070/0759/0/000,Anderston Kelvingrove Church,Other catering premises,7841,759 Argyle Street,Glasgow,G3 8DS,Pass,fhis_pass_en-GB,2016-07-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.274779,55.861441,
125860,54470/0007/0/000,Anderston Primary,School/college/university,7845,3 Port Street,Glasgow,G3 8HY,Pass,fhis_pass_en-GB,2014-02-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.27667903900146,55.8613967895508,
118060,47390/0271/0/000,Andy's Carry Out,Takeaway/sandwich shop,7844,271 Maryhill Road,Glasgow,G20 7YA,Pass,fhis_pass_en-GB,2018-12-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.271257,55.875833,
877018,16/00369/COM,Andy's Fish And Chicken Bar,Takeaway/sandwich shop,7844,41 Dalmarnock Road,Glasgow,G40 4LA,Improvement Required,fhis_improvement_required_en-GB,2018-10-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.225701,55.848571,
899576,16/00492/COM,Andy's Ices,Mobile caterer,7846,31 Drumpellier Avenue,Glasgow,G69 7DN,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-04-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.1154804,55.8460731,
