FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification,place_name
S12000033,2015-2017,95% Upper Confidence Limit,Years,10.7,Male,65-69,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,23.48,Male,45-49,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,35.51,Male,30-34,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,13.37,Male,60-64,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,19.87,Male,50-54,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,16.47,Male,55-59,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,27.24,Male,40-44,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,39.96,Male,25-29,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,31.2,Male,35-39,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,38.64,Female,30-34,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,34.41,Female,35-39,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,53.97,Male,10-14,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,58.79,Male,5-9,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,43.11,Female,25-29,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,19.3,Female,55-59,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,47.67,Female,20-24,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,63.56,Male,0,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,44.5,Male,20-24,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,62.71,Male,1-4,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,49.16,Male,15-19,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,4.05,Female,85-89,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,2.83,Female,90+,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,8.14,Female,75-79,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,13.13,Female,65-69,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,10.55,Female,70-74,All,All,Aberdeen City
S12000033,2015-2017,95% Upper Confidence Limit,Years,5.84,Female,80-84,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,3.11,Female,85-89,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,1.95,Female,90+,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,4.7,Female,80-84,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,6.77,Female,75-79,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,9.11,Female,70-74,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,11.66,Female,65-69,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,21.72,Male,45-49,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,14.86,Male,55-59,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,9.13,Male,65-69,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,18.18,Male,50-54,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,25.38,Male,40-44,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,37.97,Male,25-29,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,29.31,Male,35-39,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,11.81,Male,60-64,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,33.56,Male,30-34,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,60.61,Male,1-4,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,51.89,Male,10-14,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,42.49,Male,20-24,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,36.57,Female,30-34,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,56.69,Male,5-9,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,61.47,Male,0,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,47.12,Male,15-19,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,4.79,Male,75-79,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,1.97,Male,85-89,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,54.97,Female,10-14,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,6.85,Male,70-74,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,1.35,Male,90+,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,63.83,Female,1-4,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,59.9,Female,5-9,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,50.17,Female,15-19,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,64.65,Female,0,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,17.69,Female,55-59,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,40.98,Female,25-29,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,3.19,Male,80-84,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,32.39,Female,35-39,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,45.52,Female,20-24,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,28.46,Female,40-44,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,14.58,Female,60-64,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,24.71,Female,45-49,All,All,Aberdeen City
S12000033,2015-2017,Count,Years,21.11,Female,50-54,All,All,Aberdeen City
S12000048,2015-2017,95% Lower Confidence Limit,Years,3.2,Female,85-89,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,1.62,Female,90+,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,4.99,Female,80-84,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,16.51,Female,60-64,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,27.57,Female,45-49,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,7.5,Female,75-79,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,13.24,Female,65-69,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,61.43,Female,5-9,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,10.25,Female,70-74,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,20.0,Female,55-59,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,31.56,Female,40-44,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,23.73,Female,50-54,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,44.1,Female,25-29,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,48.37,Female,20-24,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,65.58,Female,0,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,64.92,Female,1-4,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,57.02,Female,10-14,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,35.64,Female,35-39,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,52.65,Female,15-19,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,39.87,Female,30-34,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,30.18,Male,40-44,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,26.32,Male,45-49,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,61.16,Male,5-9,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,56.3,Male,10-14,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,34.19,Male,35-39,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,38.25,Male,30-34,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,42.45,Male,25-29,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,9.19,Male,70-74,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,4.2,Male,80-84,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,1.66,Male,90+,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,51.47,Male,15-19,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,46.88,Male,20-24,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,6.48,Male,75-79,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,65.1,Male,1-4,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,65.88,Male,0,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,15.38,Male,60-64,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,12.08,Male,65-69,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,18.71,Male,55-59,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,2.6,Male,85-89,All,All,Perth and Kinross
S12000048,2015-2017,95% Lower Confidence Limit,Years,22.52,Male,50-54,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,70.04,Female,0,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,69.39,Female,1-4,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,65.83,Female,5-9,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,61.29,Female,10-14,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,39.28,Female,35-39,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,56.79,Female,15-19,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,43.63,Female,30-34,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,10.74,Female,75-79,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,8.35,Female,80-84,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,31.03,Female,45-49,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,13.36,Female,70-74,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,16.46,Female,65-69,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,19.78,Female,60-64,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,52.39,Female,20-24,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,47.97,Female,25-29,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,23.33,Female,55-59,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,35.11,Female,40-44,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,27.13,Female,50-54,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,4.44,Female,90+,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,6.12,Female,85-89,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,33.05,Male,40-44,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,29.06,Male,45-49,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,64.68,Male,5-9,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,59.8,Male,10-14,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,37.2,Male,35-39,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,41.39,Male,30-34,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,45.72,Male,25-29,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,69.38,Male,0,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,68.62,Male,1-4,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,11.5,Male,70-74,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,6.54,Male,80-84,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,4.62,Male,85-89,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,3.66,Male,90+,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,54.93,Male,15-19,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,50.27,Male,20-24,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,8.81,Male,75-79,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,17.85,Male,60-64,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,25.15,Male,50-54,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,21.24,Male,55-59,All,All,Perth and Kinross
S12000048,2015-2017,95% Upper Confidence Limit,Years,14.47,Male,65-69,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,67.63,Male,0,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,66.86,Male,1-4,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,10.34,Male,70-74,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,5.37,Male,80-84,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,2.66,Male,90+,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,53.2,Male,15-19,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,48.58,Male,20-24,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,7.65,Male,75-79,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,16.62,Male,60-64,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,13.27,Male,65-69,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,19.97,Male,55-59,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,3.61,Male,85-89,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,23.83,Male,50-54,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,39.82,Male,30-34,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,58.05,Male,10-14,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,31.62,Male,40-44,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,62.92,Male,5-9,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,44.08,Male,25-29,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,35.69,Male,35-39,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,27.69,Male,45-49,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,41.75,Female,30-34,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,37.46,Female,35-39,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,67.15,Female,1-4,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,46.04,Female,25-29,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,54.72,Female,15-19,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,63.63,Female,5-9,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,14.85,Female,65-69,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,67.81,Female,0,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,59.15,Female,10-14,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,50.38,Female,20-24,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,6.67,Female,80-84,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,9.12,Female,75-79,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,11.81,Female,70-74,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,18.14,Female,60-64,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,21.67,Female,55-59,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,25.43,Female,50-54,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,29.3,Female,45-49,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,33.34,Female,40-44,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,3.03,Female,90+,All,All,Perth and Kinross
S12000048,2015-2017,Count,Years,4.66,Female,85-89,All,All,Perth and Kinross
S12000028,2015-2017,95% Lower Confidence Limit,Years,53.04,Female,10-14,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,17.64,Male,50-54,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,57.3,Female,5-9,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,48.77,Female,15-19,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,25.03,Male,40-44,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,21.26,Male,45-49,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,14.18,Male,55-59,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,60.73,Female,1-4,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,0.95,Male,85-89,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,61.36,Female,0,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,44.62,Female,20-24,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,40.57,Female,25-29,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,0.25,Male,90+,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,37.4,Male,25-29,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,41.87,Male,20-24,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,28.99,Male,35-39,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,46.56,Male,15-19,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,55.98,Male,5-9,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,51.26,Male,10-14,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,59.7,Male,1-4,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,33.05,Male,30-34,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,60.48,Male,0,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,4.14,Female,80-84,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,1.45,Female,90+,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,6.22,Female,75-79,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,2.01,Male,80-84,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,10.96,Male,60-64,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,3.57,Male,75-79,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,8.08,Male,65-69,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,2.57,Female,85-89,All,All,South Ayrshire
S12000028,2015-2017,95% Lower Confidence Limit,Years,5.65,Male,70-74,All,All,South Ayrshire
